customer_id,first_name,last_name,email,phone,city,customer_segment,registration_date
254,Sarah,Scott,sarah.scott254@yahoo.com,+1 (415) 265-53-45,San Francisco,Retail,2024-06-01
255,Ryan,Thompson,ryan.thompson255@outlook.com,+1 (408) 392-29-76,San Jose,Wholesale,2022-02-28
256,Christopher,King,christopher.king256@outlook.com,+1 (202) 613-94-50,Washington,Retail,2024-01-09
257,John,Mitchell,john.mitchell257@icloud.com,+1 (415) 502-43-63,San Francisco,Wholesale,2023-02-02
258,Jennifer,Flores,jennifer.flores258@outlook.com,+1 (303) 785-34-53,Denver,Retail,2023-12-04
259,Nancy,Green,nancy.green259@yahoo.com,+1 (415) 887-55-74,San Francisco,Retail,2024-05-15
260,Kevin,Robinson,kevin.robinson260@icloud.com,+1 (206) 385-47-22,Seattle,Wholesale,2022-05-12
261,Sarah,Taylor,sarah.taylor261@gmail.com,+1 (206) 387-97-52,Seattle,Retail,2022-08-16
262,Susan,Rodriguez,susan.rodriguez262@yahoo.com,+1 (408) 630-52-57,San Jose,Retail,2023-08-23
263,Kimberly,Clark,kimberly.clark263@gmail.com,+1 (713) 681-16-91,Houston,Wholesale,2023-04-29
264,Donald,Baker,donald.baker264@yahoo.com,+1 (317) 322-97-58,Indianapolis,Retail,2023-02-28
265,Jennifer,Jackson,jennifer.jackson265@icloud.com,+1 (602) 340-35-53,Phoenix,Wholesale,2023-08-07
266,James,Roberts,james.roberts266@gmail.com,+1 (704) 346-50-33,Charlotte,Retail,2023-05-15
267,John,Thompson,john.thompson267@gmail.com,+1 (215) 520-91-17,Philadelphia,Retail,2023-04-08
268,Robert,Clark,robert.clark268@gmail.com,+1 (215) 790-30-72,Philadelphia,Retail,2022-05-13
269,Brian,Moore,brian.moore269@icloud.com,+1 (614) 613-64-71,Columbus,Retail,2022-01-05
270,Daniel,Garcia,daniel.garcia270@outlook.com,+1 (210) 582-11-51,San Antonio,Wholesale,2022-01-19
271,Ashley,Baker,ashley.baker271@yahoo.com,+1 (619) 431-98-54,San Diego,Retail,2022-05-13
272,Karen,Jones,karen.jones272@gmail.com,+1 (317) 802-49-31,Indianapolis,Retail,2024-04-23
273,Patricia,Harris,patricia.harris273@yahoo.com,+1 (408) 666-76-86,San Jose,Wholesale,2023-03-21
274,Sandra,Brown,sandra.brown274@outlook.com,+1 (602) 550-72-55,Phoenix,VIP,2022-06-18
275,Betty,Torres,betty.torres275@outlook.com,+1 (817) 219-39-38,Fort Worth,Wholesale,2022-08-05
276,David,Wilson,david.wilson276@yahoo.com,+1 (303) 716-31-25,Denver,Wholesale,2023-12-30
277,Charles,Torres,charles.torres277@gmail.com,+1 (213) 584-91-42,Los Angeles,VIP,2023-09-01
278,George,Taylor,george.taylor278@gmail.com,+1 (713) 869-12-16,Houston,Retail,2023-03-03
279,Nancy,White,nancy.white279@outlook.com,+1 (713) 760-42-70,Houston,Wholesale,2022-07-30
280,Joseph,Williams,joseph.williams280@gmail.com,+1 (212) 508-63-94,New York,Retail,2023-11-10
281,Thomas,Williams,thomas.williams281@icloud.com,+1 (202) 820-99-27,Washington,Wholesale,2024-04-30
282,Kenneth,Hill,kenneth.hill282@gmail.com,+1 (317) 832-25-46,Indianapolis,Retail,2024-03-14
283,Ronald,Thomas,ronald.thomas283@outlook.com,+1 (210) 823-35-43,San Antonio,Wholesale,2023-01-02
284,Kevin,Garcia,kevin.garcia284@icloud.com,+1 (408) 364-15-80,San Jose,Wholesale,2022-08-01
285,Robert,Jones,robert.jones285@gmail.com,+1 (415) 538-40-10,San Francisco,Retail,2023-11-19
286,Lisa,King,lisa.king286@outlook.com,+1 (713) 787-95-73,Houston,Wholesale,2022-04-03
287,Margaret,Torres,margaret.torres287@outlook.com,+1 (312) 303-42-92,Chicago,VIP,2023-04-13
288,Jason,Nelson,jason.nelson288@gmail.com,+1 (408) 470-69-16,San Jose,Retail,2024-04-12
289,Elizabeth,Clark,elizabeth.clark289@yahoo.com,+1 (213) 497-56-96,Los Angeles,Wholesale,2023-03-13
290,Steven,Smith,steven.smith290@outlook.com,+1 (713) 246-11-27,Houston,Retail,2022-12-03
291,Karen,Sanchez,karen.sanchez291@yahoo.com,+1 (704) 836-44-21,Charlotte,Retail,2024-04-14
292,Sarah,Lee,sarah.lee292@yahoo.com,+1 (713) 610-61-68,Houston,Retail,2024-05-05
293,Betty,Lopez,betty.lopez293@gmail.com,+1 (415) 631-93-31,San Francisco,Wholesale,2022-05-16
294,Michael,Williams,michael.williams294@icloud.com,+1 (213) 363-23-63,Los Angeles,Retail,2024-04-01
295,Mary,Roberts,mary.roberts295@yahoo.com,+1 (704) 385-88-58,Charlotte,Retail,2023-09-19
296,Robert,Sanchez,robert.sanchez296@icloud.com,+1 (602) 694-72-24,Phoenix,Retail,2023-03-28
297,Andrew,Davis,andrew.davis297@outlook.com,+1 (214) 870-50-11,Dallas,Wholesale,2023-11-17
298,Nancy,Sanchez,nancy.sanchez298@gmail.com,+1 (317) 735-98-99,Indianapolis,Wholesale,2023-03-20
299,Mark,Anderson,mark.anderson299@icloud.com,+1 (619) 693-54-94,San Diego,Wholesale,2022-06-02
300,Susan,Walker,susan.walker300@outlook.com,+1 (206) 827-16-11,Seattle,Wholesale,2023-06-02
301,Mary,Martin,mary.martin301@yahoo.com,+1 (415) 369-19-72,San Francisco,Retail,2022-09-04
302,Kevin,Perez,kevin.perez302@icloud.com,+1 (214) 251-74-38,Dallas,Wholesale,2023-02-17
303,William,Wilson,william.wilson303@icloud.com,+1 (312) 670-66-83,Chicago,Wholesale,2022-04-01
304,Karen,Moore,karen.moore304@gmail.com,+1 (704) 523-25-73,Charlotte,Retail,2022-04-16
305,Susan,Martin,susan.martin305@gmail.com,+1 (213) 770-80-10,Los Angeles,Retail,2024-03-21
306,Robert,Scott,robert.scott306@outlook.com,+1 (202) 852-48-75,Washington,Wholesale,2023-11-02
307,Linda,Scott,linda.scott307@icloud.com,+1 (512) 572-16-38,Austin,Retail,2022-12-06
308,James,White,james.white308@yahoo.com,+1 (202) 814-70-94,Washington,Retail,2024-01-04
309,Susan,Ramirez,susan.ramirez309@yahoo.com,+1 (713) 874-38-10,Houston,Wholesale,2022-12-30
310,Margaret,Gonzalez,margaret.gonzalez310@gmail.com,+1 (408) 760-76-57,San Jose,Wholesale,2022-02-16
311,Susan,Harris,susan.harris311@yahoo.com,+1 (415) 343-62-23,San Francisco,Retail,2023-09-18
312,Timothy,Hernandez,timothy.hernandez312@outlook.com,+1 (713) 602-37-68,Houston,Retail,2024-01-04
313,Jennifer,Young,jennifer.young313@gmail.com,+1 (614) 247-91-96,Columbus,Wholesale,2024-03-01
314,Steven,Green,steven.green314@outlook.com,+1 (704) 874-85-74,Charlotte,Retail,2023-05-26
315,Paul,Martinez,paul.martinez315@icloud.com,+1 (213) 766-65-84,Los Angeles,Wholesale,2023-06-05
316,Sarah,Roberts,sarah.roberts316@gmail.com,+1 (215) 792-32-26,Philadelphia,Wholesale,2023-02-01
317,Sandra,Williams,sandra.williams317@icloud.com,+1 (202) 529-74-59,Washington,VIP,2023-09-16
318,Margaret,Rivera,margaret.rivera318@yahoo.com,+1 (619) 480-60-53,San Diego,Wholesale,2023-04-09
319,Mark,Robinson,mark.robinson319@yahoo.com,+1 (602) 622-87-99,Phoenix,Wholesale,2024-05-13
320,Ashley,Anderson,ashley.anderson320@outlook.com,+1 (512) 766-90-37,Austin,Retail,2022-08-03
321,Emily,Clark,emily.clark321@outlook.com,+1 (408) 553-96-26,San Jose,Retail,2023-05-31
322,Matthew,Young,matthew.young322@icloud.com,+1 (512) 318-55-81,Austin,Retail,2023-08-20
323,Paul,Baker,paul.baker323@icloud.com,+1 (614) 890-78-46,Columbus,Retail,2024-04-07
324,Timothy,Rivera,timothy.rivera324@gmail.com,+1 (713) 225-58-28,Houston,Retail,2023-11-18
325,George,Hernandez,george.hernandez325@yahoo.com,+1 (214) 364-46-97,Dallas,Wholesale,2022-05-30
326,Michelle,Baker,michelle.baker326@yahoo.com,+1 (408) 408-79-14,San Jose,Retail,2024-04-13
327,Kenneth,Walker,kenneth.walker327@icloud.com,+1 (202) 891-81-38,Washington,Retail,2022-09-01
328,Kimberly,Green,kimberly.green328@icloud.com,+1 (408) 880-16-58,San Jose,VIP,2023-03-03
329,Karen,Thompson,karen.thompson329@yahoo.com,+1 (512) 765-16-11,Austin,Retail,2022-07-27
330,Ronald,Brown,ronald.brown330@yahoo.com,+1 (704) 430-91-92,Charlotte,Retail,2024-02-13
331,Kimberly,Garcia,kimberly.garcia331@icloud.com,+1 (202) 401-34-47,Washington,VIP,2022-07-01
332,Kimberly,Robinson,kimberly.robinson332@gmail.com,+1 (312) 391-32-75,Chicago,Retail,2023-01-22
333,Jessica,Thomas,jessica.thomas333@outlook.com,+1 (214) 769-43-26,Dallas,Wholesale,2023-08-22
334,Brian,Perez,brian.perez334@gmail.com,+1 (212) 538-69-29,New York,VIP,2022-06-07
335,Steven,Lopez,steven.lopez335@yahoo.com,+1 (202) 252-90-88,Washington,Wholesale,2023-05-18
336,Robert,Thomas,robert.thomas336@outlook.com,+1 (206) 566-19-50,Seattle,Retail,2022-07-08
337,Edward,Sanchez,edward.sanchez337@icloud.com,+1 (317) 363-63-79,Indianapolis,Retail,2022-04-05
338,Ryan,Green,ryan.green338@yahoo.com,+1 (210) 879-52-52,San Antonio,Retail,2022-10-28
339,Ronald,Jackson,ronald.jackson339@gmail.com,+1 (202) 743-70-81,Washington,Wholesale,2022-04-28
340,Barbara,Nelson,barbara.nelson340@outlook.com,+1 (704) 446-92-88,Charlotte,Wholesale,2022-02-10
341,Sarah,Walker,sarah.walker341@yahoo.com,+1 (512) 590-24-59,Austin,Wholesale,2023-07-08
342,Daniel,Walker,daniel.walker342@icloud.com,+1 (212) 729-57-75,New York,Retail,2023-05-14
343,Ronald,Adams,ronald.adams343@gmail.com,+1 (210) 528-75-20,San Antonio,VIP,2022-06-21
344,Donald,Martin,donald.martin344@gmail.com,+1 (206) 746-10-90,Seattle,Wholesale,2022-08-04
345,Ashley,Harris,ashley.harris345@icloud.com,+1 (210) 634-23-36,San Antonio,Wholesale,2023-10-25
346,Kenneth,Wright,kenneth.wright346@yahoo.com,+1 (312) 357-13-68,Chicago,Retail,2022-02-08
347,Donald,Hill,donald.hill347@gmail.com,+1 (213) 382-42-81,Los Angeles,Wholesale,2023-08-12
348,Anthony,Scott,anthony.scott348@icloud.com,+1 (214) 617-59-67,Dallas,Retail,2023-03-20
349,Ronald,White,ronald.white349@gmail.com,+1 (817) 889-25-78,Fort Worth,Wholesale,2023-10-19
350,Matthew,Anderson,matthew.anderson350@gmail.com,+1 (312) 799-15-99,Chicago,VIP,2023-01-02
351,Michelle,Allen,michelle.allen351@gmail.com,+1 (713) 496-97-48,Houston,Wholesale,2022-10-16
352,John,Thomas,john.thomas352@gmail.com,+1 (704) 590-60-94,Charlotte,Retail,2023-05-01
353,Nancy,Allen,nancy.allen353@yahoo.com,+1 (619) 339-60-79,San Diego,Retail,2023-10-12
354,David,Anderson,david.anderson354@outlook.com,+1 (904) 211-80-81,Jacksonville,Retail,2022-05-07
355,Ronald,Carter,ronald.carter355@gmail.com,+1 (303) 810-60-78,Denver,Retail,2022-11-09
356,Edward,Nguyen,edward.nguyen356@outlook.com,+1 (904) 416-62-92,Jacksonville,Retail,2022-06-14
357,Paul,Scott,paul.scott357@outlook.com,+1 (202) 458-34-24,Washington,Wholesale,2023-11-19
358,Jennifer,Taylor,jennifer.taylor358@gmail.com,+1 (213) 762-69-92,Los Angeles,Wholesale,2022-10-25
359,Sandra,Sanchez,sandra.sanchez359@icloud.com,+1 (214) 300-35-84,Dallas,Retail,2022-12-05
360,Barbara,Campbell,barbara.campbell360@gmail.com,+1 (619) 302-46-89,San Diego,Retail,2022-07-18
361,Andrew,Roberts,andrew.roberts361@yahoo.com,+1 (704) 536-88-94,Charlotte,Retail,2023-12-12
362,Kimberly,Lewis,kimberly.lewis362@icloud.com,+1 (303) 780-56-50,Denver,Retail,2022-06-22
363,David,Hall,david.hall363@yahoo.com,+1 (619) 426-92-65,San Diego,Retail,2024-05-10
364,Jeffrey,Roberts,jeffrey.roberts364@yahoo.com,+1 (512) 691-69-67,Austin,Retail,2024-03-04
365,Jennifer,Martin,jennifer.martin365@gmail.com,+1 (206) 311-32-92,Seattle,Retail,2024-05-11
366,Brian,White,brian.white366@gmail.com,+1 (602) 751-35-43,Phoenix,Retail,2024-01-15
367,William,Rivera,william.rivera367@icloud.com,+1 (212) 719-90-13,New York,Retail,2024-02-27
368,Thomas,Torres,thomas.torres368@icloud.com,+1 (213) 764-43-79,Los Angeles,Wholesale,2023-11-01
369,Mark,Williams,mark.williams369@yahoo.com,+1 (904) 601-38-85,Jacksonville,Retail,2022-05-18
370,Emily,Perez,emily.perez370@gmail.com,+1 (317) 292-60-56,Indianapolis,Retail,2023-11-10
371,George,Flores,george.flores371@icloud.com,+1 (202) 369-75-27,Washington,Retail,2022-06-13
372,Betty,Miller,betty.miller372@yahoo.com,+1 (303) 875-28-71,Denver,Retail,2022-02-11
373,Michelle,Brown,michelle.brown373@yahoo.com,+1 (415) 437-18-43,San Francisco,Retail,2022-08-28
374,David,Allen,david.allen374@icloud.com,+1 (210) 730-56-59,San Antonio,Wholesale,2023-04-11
375,Ashley,Smith,ashley.smith375@yahoo.com,+1 (213) 864-51-23,Los Angeles,Wholesale,2024-05-04
376,Michael,Hill,michael.hill376@icloud.com,+1 (303) 757-82-32,Denver,Retail,2023-11-01
377,Donna,Hall,donna.hall377@yahoo.com,+1 (303) 869-19-76,Denver,VIP,2023-01-21
378,Sarah,Baker,sarah.baker378@yahoo.com,+1 (619) 728-61-55,San Diego,Wholesale,2023-05-14
379,Mark,Martinez,mark.martinez379@icloud.com,+1 (202) 206-74-27,Washington,Retail,2022-06-19
380,Thomas,Walker,thomas.walker380@outlook.com,+1 (317) 858-45-37,Indianapolis,Retail,2022-07-11
381,David,Williams,david.williams381@icloud.com,+1 (202) 321-94-39,Washington,Retail,2024-04-10
382,Robert,Perez,robert.perez382@icloud.com,+1 (713) 693-96-71,Houston,Retail,2022-08-04
383,Kenneth,Martinez,kenneth.martinez383@outlook.com,+1 (614) 222-41-15,Columbus,Retail,2023-08-11
384,Thomas,Gonzalez,thomas.gonzalez384@outlook.com,+1 (602) 844-75-15,Phoenix,Retail,2022-02-27
385,Emily,Martin,emily.martin385@gmail.com,+1 (215) 729-61-86,Philadelphia,Wholesale,2024-06-18
386,Timothy,Martinez,timothy.martinez386@icloud.com,+1 (408) 287-37-67,San Jose,Retail,2024-06-07
387,Emily,King,emily.king387@outlook.com,+1 (619) 620-86-28,San Diego,Wholesale,2023-10-01
388,Brian,Martinez,brian.martinez388@icloud.com,+1 (214) 371-97-53,Dallas,Retail,2023-09-03
389,Kimberly,Walker,kimberly.walker389@gmail.com,+1 (619) 587-59-26,San Diego,Retail,2022-01-17
390,Kimberly,Nguyen,kimberly.nguyen390@gmail.com,+1 (317) 629-29-87,Indianapolis,Retail,2022-07-01
391,Jeffrey,Young,jeffrey.young391@gmail.com,+1 (202) 814-14-78,Washington,Retail,2022-04-06
392,Daniel,Jackson,daniel.jackson392@icloud.com,+1 (602) 817-79-10,Phoenix,Retail,2023-06-19
393,Joseph,Anderson,joseph.anderson393@icloud.com,+1 (213) 742-64-39,Los Angeles,Wholesale,2024-03-19
394,Daniel,Nelson,daniel.nelson394@gmail.com,+1 (904) 803-99-83,Jacksonville,Retail,2023-03-12
395,Jessica,Walker,jessica.walker395@icloud.com,+1 (415) 438-20-46,San Francisco,Retail,2022-09-21
396,Robert,Carter,robert.carter396@gmail.com,+1 (212) 791-76-25,New York,Wholesale,2023-01-20
397,George,Clark,george.clark397@outlook.com,+1 (512) 618-56-23,Austin,Wholesale,2023-03-13
398,Steven,Martin,steven.martin398@yahoo.com,+1 (214) 467-78-64,Dallas,Retail,2023-09-19
399,James,King,james.king399@icloud.com,+1 (817) 408-62-80,Fort Worth,Retail,2022-07-03
400,Joseph,Wilson,joseph.wilson400@yahoo.com,+1 (206) 695-42-49,Seattle,Wholesale,2024-03-03
401,Patricia,Flores,patricia.flores401@icloud.com,+1 (602) 875-25-39,Phoenix,Wholesale,2024-03-12
402,Mark,Baker,mark.baker402@icloud.com,+1 (215) 302-37-75,Philadelphia,Retail,2024-03-15
403,Betty,Baker,betty.baker403@gmail.com,+1 (206) 828-99-97,Seattle,Retail,2022-06-14
404,Timothy,Hill,timothy.hill404@icloud.com,+1 (212) 293-28-70,New York,Retail,2022-04-01
405,Edward,Miller,edward.miller405@gmail.com,+1 (619) 579-20-87,San Diego,Retail,2024-01-12
406,Linda,Smith,linda.smith406@yahoo.com,+1 (817) 828-93-76,Fort Worth,VIP,2023-12-30
407,Elizabeth,Gonzalez,elizabeth.gonzalez407@icloud.com,+1 (213) 379-91-73,Los Angeles,Retail,2022-01-11
408,Brian,Johnson,brian.johnson408@outlook.com,+1 (317) 492-34-14,Indianapolis,Retail,2023-09-22
409,Linda,White,linda.white409@gmail.com,+1 (213) 568-40-93,Los Angeles,Retail,2022-06-11
410,Jessica,Lopez,jessica.lopez410@icloud.com,+1 (214) 609-55-95,Dallas,Retail,2023-02-20
411,Daniel,Hernandez,daniel.hernandez411@yahoo.com,+1 (317) 215-18-21,Indianapolis,Wholesale,2024-01-14
412,John,Gonzalez,john.gonzalez412@outlook.com,+1 (303) 556-54-45,Denver,VIP,2023-09-13
413,Jessica,Gonzalez,jessica.gonzalez413@yahoo.com,+1 (704) 613-83-10,Charlotte,Retail,2022-06-29
414,David,Johnson,david.johnson414@yahoo.com,+1 (713) 772-19-74,Houston,VIP,2022-12-15
415,Patricia,Lopez,patricia.lopez415@yahoo.com,+1 (317) 463-78-83,Indianapolis,Retail,2023-12-12
416,Kenneth,Wilson,kenneth.wilson416@yahoo.com,+1 (817) 776-71-41,Fort Worth,Retail,2024-03-05
417,Barbara,Williams,barbara.williams417@gmail.com,+1 (704) 800-13-71,Charlotte,Retail,2022-09-22
418,Susan,Scott,susan.scott418@yahoo.com,+1 (619) 893-99-39,San Diego,VIP,2023-02-27
419,Susan,Perez,susan.perez419@yahoo.com,+1 (317) 748-11-99,Indianapolis,Retail,2022-09-12
420,Elizabeth,Campbell,elizabeth.campbell420@outlook.com,+1 (817) 889-53-19,Fort Worth,Retail,2023-05-03
421,Jennifer,Miller,jennifer.miller421@outlook.com,+1 (210) 787-44-33,San Antonio,Wholesale,2023-05-26
422,George,Johnson,george.johnson422@outlook.com,+1 (619) 447-43-36,San Diego,Wholesale,2022-07-27
423,Jessica,Garcia,jessica.garcia423@gmail.com,+1 (202) 564-29-23,Washington,Wholesale,2022-03-22
424,Ashley,Hernandez,ashley.hernandez424@gmail.com,+1 (415) 828-10-79,San Francisco,Retail,2024-05-18
425,David,Nguyen,david.nguyen425@yahoo.com,+1 (202) 522-73-83,Washington,Retail,2023-05-18
426,Lisa,Taylor,lisa.taylor426@outlook.com,+1 (317) 486-60-38,Indianapolis,Retail,2022-02-25
427,David,Thomas,david.thomas427@yahoo.com,+1 (614) 689-79-14,Columbus,Wholesale,2023-02-08
428,David,Garcia,david.garcia428@icloud.com,+1 (215) 668-25-99,Philadelphia,Wholesale,2022-11-20
429,Mark,Jackson,mark.jackson429@gmail.com,+1 (212) 890-36-58,New York,Retail,2022-11-30
430,Kimberly,Torres,kimberly.torres430@outlook.com,+1 (214) 391-80-43,Dallas,Retail,2022-10-03
431,Emily,Taylor,emily.taylor431@icloud.com,+1 (202) 551-56-33,Washington,Retail,2023-03-11
432,Steven,Martinez,steven.martinez432@icloud.com,+1 (904) 573-61-45,Jacksonville,Retail,2022-07-04
433,Steven,Robinson,steven.robinson433@outlook.com,+1 (303) 434-22-44,Denver,Retail,2023-07-23
434,Matthew,Thomas,matthew.thomas434@icloud.com,+1 (817) 400-28-29,Fort Worth,Retail,2024-04-05
435,Emily,Baker,emily.baker435@yahoo.com,+1 (614) 711-27-90,Columbus,Retail,2024-03-15
436,Michael,Hernandez,michael.hernandez436@icloud.com,+1 (214) 775-82-16,Dallas,Wholesale,2022-04-12
437,Emily,Roberts,emily.roberts437@gmail.com,+1 (213) 420-42-70,Los Angeles,Wholesale,2023-04-06
438,Sandra,Robinson,sandra.robinson438@yahoo.com,+1 (214) 569-56-81,Dallas,Retail,2022-12-19
439,Michelle,Harris,michelle.harris439@outlook.com,+1 (713) 559-96-87,Houston,Retail,2023-08-14
440,John,Lee,john.lee440@yahoo.com,+1 (206) 378-46-55,Seattle,Retail,2023-11-21
441,Mark,Rivera,mark.rivera441@yahoo.com,+1 (704) 280-58-88,Charlotte,Retail,2023-04-20
442,George,Hill,george.hill442@icloud.com,+1 (602) 371-91-53,Phoenix,Retail,2023-10-09
443,Jeffrey,Smith,jeffrey.smith443@yahoo.com,+1 (817) 273-20-30,Fort Worth,Retail,2022-08-22
444,Nancy,Young,nancy.young444@icloud.com,+1 (408) 473-87-92,San Jose,Wholesale,2022-10-05
445,Kevin,Jones,kevin.jones445@icloud.com,+1 (904) 801-76-67,Jacksonville,Retail,2022-06-21
446,Michael,Flores,michael.flores446@yahoo.com,+1 (212) 328-40-94,New York,Wholesale,2024-02-01
447,William,Walker,william.walker447@gmail.com,+1 (312) 415-31-60,Chicago,Retail,2022-04-08
448,Emily,Lewis,emily.lewis448@icloud.com,+1 (415) 761-16-13,San Francisco,Wholesale,2023-06-21
449,Jessica,Harris,jessica.harris449@outlook.com,+1 (312) 306-43-89,Chicago,Wholesale,2022-03-28
450,Richard,Martinez,richard.martinez450@yahoo.com,+1 (817) 516-39-41,Fort Worth,Retail,2023-03-30
451,Ronald,Miller,ronald.miller451@gmail.com,+1 (602) 739-31-13,Phoenix,Retail,2023-11-11
452,Edward,Hernandez,edward.hernandez452@yahoo.com,+1 (512) 687-69-79,Austin,Retail,2023-07-16
453,Mark,Garcia,mark.garcia453@icloud.com,+1 (206) 381-85-86,Seattle,Wholesale,2023-10-09
454,Michelle,Sanchez,michelle.sanchez454@yahoo.com,+1 (303) 645-77-91,Denver,Retail,2022-12-22
455,Brian,Mitchell,brian.mitchell455@yahoo.com,+1 (619) 291-66-49,San Diego,Retail,2023-02-27
456,Steven,Walker,steven.walker456@outlook.com,+1 (408) 210-10-76,San Jose,Retail,2022-12-19
457,Nancy,Lewis,nancy.lewis457@icloud.com,+1 (206) 208-98-72,Seattle,Retail,2022-11-03
458,Robert,Lee,robert.lee458@gmail.com,+1 (614) 499-86-39,Columbus,Retail,2023-07-16
459,James,Wright,james.wright459@outlook.com,+1 (614) 774-65-60,Columbus,Wholesale,2022-06-17
460,Mary,Hernandez,mary.hernandez460@gmail.com,+1 (817) 587-38-43,Fort Worth,Retail,2023-03-09
461,James,Moore,james.moore461@yahoo.com,+1 (317) 827-98-97,Indianapolis,Retail,2022-10-19
462,William,Harris,william.harris462@gmail.com,+1 (206) 475-62-34,Seattle,Retail,2022-07-06
463,Thomas,Smith,thomas.smith463@icloud.com,+1 (713) 852-68-89,Houston,Wholesale,2022-10-06
464,Emily,Sanchez,emily.sanchez464@outlook.com,+1 (415) 392-51-12,San Francisco,VIP,2022-02-20
465,Jason,Lopez,jason.lopez465@yahoo.com,+1 (212) 390-23-46,New York,Wholesale,2022-05-09
466,Andrew,Clark,andrew.clark466@gmail.com,+1 (212) 438-21-29,New York,Retail,2023-05-21
467,Kimberly,Moore,kimberly.moore467@icloud.com,+1 (614) 519-73-57,Columbus,Wholesale,2023-12-15
468,James,Thomas,james.thomas468@yahoo.com,+1 (512) 282-28-17,Austin,Retail,2024-03-05
469,Jennifer,Rodriguez,jennifer.rodriguez469@yahoo.com,+1 (206) 681-33-34,Seattle,Retail,2024-04-16
470,Kenneth,Allen,kenneth.allen470@icloud.com,+1 (212) 324-41-59,New York,Wholesale,2022-09-11
471,Emily,Davis,emily.davis471@outlook.com,+1 (213) 403-68-22,Los Angeles,Retail,2023-04-30
472,Paul,King,paul.king472@gmail.com,+1 (408) 530-30-90,San Jose,VIP,2024-02-02
473,Linda,Hall,linda.hall473@yahoo.com,+1 (317) 325-42-71,Indianapolis,Retail,2022-07-23
474,Linda,Miller,linda.miller474@outlook.com,+1 (213) 882-37-24,Los Angeles,Retail,2023-10-11
475,Ashley,Gonzalez,ashley.gonzalez475@gmail.com,+1 (212) 371-45-84,New York,Wholesale,2023-02-10
476,George,Allen,george.allen476@icloud.com,+1 (212) 243-84-98,New York,Retail,2023-12-06
477,Elizabeth,Jones,elizabeth.jones477@icloud.com,+1 (904) 291-41-30,Jacksonville,Wholesale,2022-04-04
478,Sandra,Harris,sandra.harris478@yahoo.com,+1 (512) 840-17-17,Austin,Retail,2023-10-23
479,Kimberly,Hernandez,kimberly.hernandez479@outlook.com,+1 (206) 309-26-72,Seattle,VIP,2022-11-21
480,Anthony,Nelson,anthony.nelson480@icloud.com,+1 (904) 649-34-12,Jacksonville,Wholesale,2023-01-02
481,Richard,Ramirez,richard.ramirez481@yahoo.com,+1 (214) 240-72-66,Dallas,Wholesale,2023-07-10
482,Karen,Young,karen.young482@yahoo.com,+1 (210) 780-33-79,San Antonio,Wholesale,2022-11-28
483,William,Thompson,william.thompson483@gmail.com,+1 (214) 813-80-30,Dallas,Retail,2023-06-28
484,Richard,Anderson,richard.anderson484@icloud.com,+1 (408) 469-79-56,San Jose,Wholesale,2022-01-01
485,Ryan,Martinez,ryan.martinez485@yahoo.com,+1 (317) 588-33-12,Indianapolis,Retail,2024-03-05
486,Charles,Taylor,charles.taylor486@icloud.com,+1 (512) 264-94-78,Austin,Retail,2022-07-14
487,Thomas,Rivera,thomas.rivera487@yahoo.com,+1 (415) 764-29-88,San Francisco,Retail,2022-11-27
488,Jennifer,Thompson,jennifer.thompson488@gmail.com,+1 (512) 313-22-76,Austin,Wholesale,2022-02-14
489,Mary,Lee,mary.lee489@gmail.com,+1 (602) 382-14-35,Phoenix,Retail,2023-05-13
490,Donna,Roberts,donna.roberts490@icloud.com,+1 (213) 784-92-59,Los Angeles,Retail,2023-06-23
491,Ryan,Nelson,ryan.nelson491@outlook.com,+1 (303) 462-16-56,Denver,Wholesale,2023-09-13
492,Barbara,Roberts,barbara.roberts492@gmail.com,+1 (212) 413-93-72,New York,Wholesale,2023-04-25
493,Ashley,Moore,ashley.moore493@yahoo.com,+1 (213) 569-81-63,Los Angeles,Wholesale,2024-03-24
494,Ryan,Robinson,ryan.robinson494@gmail.com,+1 (202) 472-77-15,Washington,Retail,2024-05-04
495,Elizabeth,Nelson,elizabeth.nelson495@outlook.com,+1 (210) 731-22-22,San Antonio,Retail,2023-06-29
496,Emily,Rivera,emily.rivera496@outlook.com,+1 (210) 738-94-41,San Antonio,Wholesale,2023-07-26
497,Patricia,King,patricia.king497@yahoo.com,+1 (614) 308-91-83,Columbus,Retail,2023-11-22
498,William,Lewis,william.lewis498@icloud.com,+1 (614) 306-31-33,Columbus,Retail,2023-06-01
499,Edward,Young,edward.young499@yahoo.com,+1 (215) 746-86-66,Philadelphia,Retail,2022-11-19
500,Ronald,Wilson,ronald.wilson500@icloud.com,+1 (512) 580-62-91,Austin,Wholesale,2024-04-25
501,Jessica,Allen,jessica.allen501@outlook.com,+1 (202) 446-82-79,Washington,Wholesale,2023-01-20
502,Susan,Rivera,susan.rivera502@icloud.com,+1 (214) 568-67-67,Dallas,Wholesale,2022-01-01
503,Michelle,King,michelle.king503@outlook.com,+1 (408) 810-12-76,San Jose,Retail,2022-11-06
504,Elizabeth,Rodriguez,elizabeth.rodriguez504@yahoo.com,+1 (619) 419-50-12,San Diego,Retail,2023-07-21
505,Matthew,Rivera,matthew.rivera505@gmail.com,+1 (303) 785-29-22,Denver,Retail,2023-04-17
